hour,temperature,demand
17,33.42,223.47
18,32.92,193.64
19,32.13,203.89
20,31.09,208.44
21,29.89,196.65
22,28.59,206.37
23,27.3,126.42
0,13.01,77.13
1,11.97,95.15
2,11.18,89.2
3,10.68,81.8
4,10.51,71.51
5,10.68,90.52
6,11.18,121.03
7,11.97,140.62
8,13.01,137.03
9,14.22,124.66
10,15.51,110.58
11,16.8,117.12
12,18.01,86.4
13,19.05,97.89
14,19.84,113.93
15,20.34,108.46
16,20.51,98.18
17,20.34,154.08
18,19.84,171.05
19,19.05,171.04
20,18.01,189.78
21,16.8,157.16
22,15.51,154.66
23,14.22,108.77
0,18.15,62.18
1,17.12,71.48
2,16.32,79.26
3,15.82,57.18
4,15.65,61.04
5,15.82,79.87
6,16.32,139.57
7,17.12,127.29
8,18.15,129.82
9,19.36,120.09
10,20.65,95.06
11,21.95,95.47
12,23.15,100.39
13,24.19,106.18
14,24.98,109.92
15,25.48,99.61
16,25.65,113.26
17,25.48,151.64
18,24.98,175.93
19,24.19,173.73
20,23.15,164.89
21,21.95,156.65
22,20.65,162.67
23,19.36,112.77
0,32.48,124.61
1,31.44,126.54
2,30.65,94.7
3,30.15,109.53
4,29.98,98.97
5,30.15,104.85
6,30.65,158.15
7,31.44,177.92
8,32.48,169.0
9,33.68,177.87
10,34.98,168.09
11,36.27,165.98
12,37.48,175.29
13,38.51,184.64
14,39.31,180.6
15,39.81,203.97
16,39.98,193.23
17,39.81,257.94
18,39.31,242.0
19,38.51,248.99
20,37.48,216.69
21,36.27,228.63
22,34.98,206.87
23,33.68,150.92
0,29.26,92.43
1,28.22,96.56
2,27.43,95.36
3,26.93,75.17
4,26.76,85.47
5,26.93,74.39
6,27.43,156.03
7,28.22,147.71
8,29.26,148.84
9,30.47,170.73
10,31.76,149.84
11,33.05,150.74
12,34.26,152.35
13,35.29,161.25
14,36.09,184.23
15,36.59,171.61
16,36.76,168.1
17,36.59,231.32
18,36.09,244.85
19,35.29,216.68
20,34.26,218.7
21,33.05,197.28
22,31.76,194.59
23,30.47,129.08
0,20.68,71.6
1,19.64,86.19
2,18.85,80.1
3,18.35,62.55
4,18.18,71.45
5,18.35,75.59
6,18.85,128.66
7,19.64,137.3
8,20.68,138.2
9,21.88,115.43
10,23.18,94.98
11,24.47,101.24
12,25.68,109.38
13,26.71,134.12
14,27.51,122.57
15,28.01,122.29
16,28.18,119.35
17,28.01,186.55
18,27.51,189.84
19,26.71,184.72
20,25.68,176.15
21,24.47,170.8
22,23.18,155.13
23,21.88,111.72
0,22.72,73.42
1,21.68,74.99
2,20.89,79.01
3,20.39,88.75
4,20.22,88.82
5,20.39,80.56
6,20.89,106.36
7,21.68,129.28
8,22.72,133.66
9,23.92,120.48
10,25.22,109.82
11,26.51,108.04
12,27.72,119.11
13,28.75,133.87
14,29.55,125.01
15,30.05,134.94
16,30.22,133.76
17,30.05,185.2
18,29.55,167.63
19,28.75,177.28
20,27.72,179.9
21,26.51,159.45
22,25.22,157.73
23,23.92,108.24
0,6.29,91.29
1,5.26,109.96
2,4.46,91.26
3,3.97,104.3
4,3.79,118.23
5,3.97,115.87
6,4.46,150.18
7,5.26,153.81
8,6.29,156.84
9,7.5,163.77
10,8.79,129.64
11,10.09,130.54
12,11.29,114.03
13,12.33,119.72
14,13.12,112.44
15,13.62,106.47
16,13.79,106.81
17,13.62,166.85
18,13.12,162.55
19,12.33,179.76
20,11.29,172.97
21,10.09,185.66
22,8.79,189.45
23,7.5,116.35
0,21.13,68.45
1,20.1,75.63
2,19.3,68.26
3,18.8,76.64
4,18.63,75.66
5,18.8,81.18
6,19.3,136.95
7,20.1,125.23
8,21.13,138.8
9,22.34,128.02
10,23.63,106.75
11,24.93,106.75
12,26.13,108.31
13,27.17,126.67
14,27.96,131.56
15,28.46,114.7
16,28.63,130.64
17,28.46,196.2
18,27.96,184.4
19,27.17,176.5
20,26.13,164.36
21,24.93,164.0
22,23.63,182.73
23,22.34,106.67
0,18.81,84.63
1,17.78,72.92
2,16.98,71.77
3,16.48,84.18
4,16.31,85.22
5,16.48,64.97
6,16.98,114.4
7,17.78,118.37
8,18.81,134.9
9,20.02,116.87
10,21.31,113.72
11,22.61,103.72
12,23.81,118.65
13,24.85,109.92
14,25.64,117.7
15,26.14,124.5
16,26.31,104.01
17,26.14,154.37
18,25.64,156.95
19,24.85,160.01
20,23.81,148.04
21,22.61,170.83
22,21.31,171.52
23,20.02,103.54
0,2.96,112.52
1,1.92,122.7
2,1.13,123.88
3,0.63,102.9
4,0.46,98.39
5,0.63,120.84
6,1.13,179.82
7,1.92,168.71
8,2.96,166.83
9,4.16,168.2
10,5.46,135.81
11,6.75,136.68
12,7.96,131.27
13,8.99,119.81
14,9.79,119.33
15,10.29,118.64
16,10.46,123.23
17,10.29,190.19
18,9.79,193.71
19,8.99,187.53
20,7.96,183.67
21,6.75,199.72
22,5.46,182.85
23,4.16,136.43
0,16.96,77.03
1,15.93,78.27
2,15.13,80.34
3,14.63,75.1
4,14.46,69.7
5,14.63,82.29
6,15.13,133.6
7,15.93,137.16
8,16.96,138.86
9,18.17,128.2
10,19.46,115.59
11,20.76,102.13
12,21.96,103.05
13,23.0,109.05
14,23.79,104.81
15,24.29,109.56
16,24.46,120.38
17,24.29,155.32
18,23.79,186.01
19,23.0,154.86
20,21.96,164.34
21,20.76,162.28
22,19.46,151.15
23,18.17,108.13
0,22.4,76.22
1,21.36,63.69
2,20.57,66.78
3,20.07,80.54
4,19.9,82.64
5,20.07,69.1
6,20.57,120.78
7,21.36,127.46
8,22.4,125.38
9,23.6,118.73
10,24.9,104.3
11,26.19,106.85
12,27.4,120.65
13,28.43,130.17
14,29.23,133.83
15,29.73,125.42
16,29.9,134.12
17,29.73,189.68
18,29.23,172.98
19,28.43,178.86
20,27.4,180.7
21,26.19,176.77
22,24.9,168.84
23,23.6,118.09
0,24.87,82.51
1,23.83,72.74
2,23.04,87.94
3,22.54,64.81
4,22.37,74.21
5,22.54,82.44
6,23.04,128.36
7,23.83,129.83
8,24.87,128.61
9,26.07,140.39
10,27.37,125.22
11,28.66,119.01
12,29.87,124.44
13,30.9,165.47
14,31.7,144.9
15,32.2,156.91
16,32.37,158.35
17,32.2,210.61
18,31.7,187.08
19,30.9,196.24
20,29.87,177.88
21,28.66,208.5
22,27.37,197.47
23,26.07,114.38
0,20.14,65.87
1,19.1,70.36
2,18.31,91.45
3,17.81,71.1
4,17.64,79.96
5,17.81,78.26
6,18.31,124.18
7,19.1,120.62
8,20.14,127.69
9,21.34,123.32
10,22.64,111.93
11,23.93,103.79
12,25.14,114.12
13,26.17,110.74
14,26.97,111.46
15,27.47,120.18
16,27.64,114.37
17,27.47,175.77
18,26.97,179.99
19,26.17,181.88
20,25.14,160.04
21,23.93,165.63
22,22.64,161.96
23,21.34,96.73
0,28.62,75.76
1,27.58,99.33
2,26.79,81.98
3,26.29,72.82
4,26.12,73.51
5,26.29,83.61
6,26.79,149.06
7,27.58,142.41
8,28.62,141.27
9,29.83,153.25
10,31.12,133.84
11,32.41,155.96
12,33.62,151.18
13,34.66,158.42
14,35.45,154.55
15,35.95,166.62
16,36.12,164.79
17,35.95,241.6
18,35.45,239.51
19,34.66,219.79
20,33.62,217.27
21,32.41,206.91
22,31.12,187.06
23,29.83,137.71
